,Título,Nota_Avaliação,Nome_Comentario,Comentários,Data_Comentario,Marca,Produto,Link,Palavra_Chave
594,Ótimo,5,elaine,Vi em um insta e comprei para minha shitszu e ela amou, 23/02/2023 20:03,natty-chews,Mordedor Natural Colagelícia Natty Chews Colágeno Bovino Desidratado,https://www.petlove.com.br/mordedor-natural-colagelicia-natty-chews-colageno-bovino-desidratado/p?sku=31027543348,Mordedor natural
595,Minha dog não gostou.,1,Thais,"Minha dog normalmente gosta de morder gravetos mas dessa ela não gostou, ela nem chegou perto e acabei deixando próximo dela para ver se ela brincava mas não deu certo.", 23/01/2023 09:57,natty-chews,Mordedor Natural Colagelícia Natty Chews Colágeno Bovino Desidratado,https://www.petlove.com.br/mordedor-natural-colagelicia-natty-chews-colageno-bovino-desidratado/p?sku=31027543348,Mordedor natural
596,Muito bom,5,Danni,Ótimo pra entreter meu Golden, 21/11/2022 14:29,natty-chews,Mordedor Natural Colagelícia Natty Chews Colágeno Bovino Desidratado,https://www.petlove.com.br/mordedor-natural-colagelicia-natty-chews-colageno-bovino-desidratado/p?sku=31027543348,Mordedor natural
597,Não dura,3,Sonayra,"Durou poucos minutos, o cão engoliu bastante pedaços.", 07/11/2022 17:11,natty-chews,Mordedor Natural Colagelícia Natty Chews Colágeno Bovino Desidratado,https://www.petlove.com.br/mordedor-natural-colagelicia-natty-chews-colageno-bovino-desidratado/p?sku=31027543348,Mordedor natural
598,Melhor brinquedo.,5,Igor,"O brinquedo é perfeito. Salvo engano, a origem da madeira é a planta de café. Os cães podem comer, não solta farpas que poderiam machucar os cãezinhos.", 01/11/2022 22:47,natty-chews,Mordedor Natural Colagelícia Natty Chews Colágeno Bovino Desidratado,https://www.petlove.com.br/mordedor-natural-colagelicia-natty-chews-colageno-bovino-desidratado/p?sku=31027543348,Mordedor natural
599,Muito bom,4,Gisele,"Minha cachorra adorou, porém solta farpa, o cão pode comer a madeira?", 25/10/2022 10:51,natty-chews,Mordedor Natural Colagelícia Natty Chews Colágeno Bovino Desidratado,https://www.petlove.com.br/mordedor-natural-colagelicia-natty-chews-colageno-bovino-desidratado/p?sku=31027543348,Mordedor natural
600,Solta farpa sim,1,Hellyda,Comprei para minhas cachorras se ocuparem durante o dia e no primeiro dia já soltou farpas, 19/09/2022 20:27,natty-chews,Mordedor Natural Colagelícia Natty Chews Colágeno Bovino Desidratado,https://www.petlove.com.br/mordedor-natural-colagelicia-natty-chews-colageno-bovino-desidratado/p?sku=31027543348,Mordedor natural
601,gostei,3,Kelly,"o tamanho pequeno é bom pra raças pequenas ! o meu é um buldogue pensei q era pequeno mas o tamanho foi adequado a ele ! pena que ele não gostou muito , roeu um pouco mas depois largou", 15/09/2022 17:17,natty-chews,Mordedor Natural Colagelícia Natty Chews Colágeno Bovino Desidratado,https://www.petlove.com.br/mordedor-natural-colagelicia-natty-chews-colageno-bovino-desidratado/p?sku=31027543348,Mordedor natural
602,Muito bom!,4,ANDREA,"Minha cachorrinha adorou, é bem resistente.", 01/04/2024 16:11,natty-chews,Mordedor Natural Colagelícia Natty Chews Colágeno Bovino Desidratado,https://www.petlove.com.br/mordedor-natural-colagelicia-natty-chews-colageno-bovino-desidratado/p?sku=31027543348,Mordedor natural
603,Bem resistente e seguro,5,Marisa,"Super resistente. A cachorra do meu amigo, que é da raça pastor alemão, não conseguiu destruir. E olha que ela destroi tudo. E é seguro pra ela; não se fragmenta; ela não corre o risco de engolir pedaços. O máximo que ela conseguiu fazer foi um furo na parte roxa da beringela. Mas o meu amigo, tutor dela, disse que ela adorou e brinca com o brinquedo o tempo todo.", 27/07/2022 13:23,natty-chews,Mordedor Natural Colagelícia Natty Chews Colágeno Bovino Desidratado,https://www.petlove.com.br/mordedor-natural-colagelicia-natty-chews-colageno-bovino-desidratado/p?sku=31027543348,Mordedor natural
604,Bom,5,PATRICIA,Meus cachorros gostaram, 12/06/2022 13:26,natty-chews,Mordedor Natural Colagelícia Natty Chews Colágeno Bovino Desidratado,https://www.petlove.com.br/mordedor-natural-colagelicia-natty-chews-colageno-bovino-desidratado/p?sku=31027543348,Mordedor natural
605,Resistente!,5,Rosane,"Para cães médios e grandes, perfeito!", 21/04/2022 18:02,natty-chews,Mordedor Natural Colagelícia Natty Chews Colágeno Bovino Desidratado,https://www.petlove.com.br/mordedor-natural-colagelicia-natty-chews-colageno-bovino-desidratado/p?sku=31027543348,Mordedor natural
606,Muito boa,5,Leusa,Minhas cachorrinhas amou esse brinquedo e ele faz barulho., 16/04/2022 14:37,natty-chews,Mordedor Natural Colagelícia Natty Chews Colágeno Bovino Desidratado,https://www.petlove.com.br/mordedor-natural-colagelicia-natty-chews-colageno-bovino-desidratado/p?sku=31027543348,Mordedor natural
607,Muito boa,5,Leusa,Minhas cachorrinhas amou esse brinquedo e ele faz barulho., 16/04/2022 14:37,natty-chews,Mordedor Natural Colagelícia Natty Chews Colágeno Bovino Desidratado,https://www.petlove.com.br/mordedor-natural-colagelicia-natty-chews-colageno-bovino-desidratado/p?sku=31027543348,Mordedor natural
608,Beringela da discórdia,5,Joana,"Pretinha adorou mastigar a beringela , assim como , os demais cachorros que frequentaram a minha residência. Imaginem a confusão! Pareciam brigar como cachorros de ""fateira"" . Tivemos que esconder para evitar um assassinato. E ainda assim, eles descobrem o local onde a beringela está escondida . Acho que tem algo nela que vicia.", 22/02/2022 17:18,natty-chews,Mordedor Natural Colagelícia Natty Chews Colágeno Bovino Desidratado,https://www.petlove.com.br/mordedor-natural-colagelicia-natty-chews-colageno-bovino-desidratado/p?sku=31027543348,Mordedor natural
609,Lindo e ótimo,5,Caroline,"É um brinquedo que minha pet ama morder a parte verde de cima, além de gostar de dormir em cima da parte rocha", 11/01/2022 17:42,natty-chews,Mordedor Natural Colagelícia Natty Chews Colágeno Bovino Desidratado,https://www.petlove.com.br/mordedor-natural-colagelicia-natty-chews-colageno-bovino-desidratado/p?sku=31027543348,Mordedor natural
610,Muito bom,5,Gisele,Comprei dois para minhas cachorras há mais de um mês e eles continuam inteiros. E já perdi a conta de quantos brinquedos elas já estragaram., 22/12/2021 13:53,natty-chews,Mordedor Natural Colagelícia Natty Chews Colágeno Bovino Desidratado,https://www.petlove.com.br/mordedor-natural-colagelicia-natty-chews-colageno-bovino-desidratado/p?sku=31027543348,Mordedor natural
611,Boa qualidade,5,Ana,Parece forte e resistente, 12/12/2021 07:57,natty-chews,Mordedor Natural Colagelícia Natty Chews Colágeno Bovino Desidratado,https://www.petlove.com.br/mordedor-natural-colagelicia-natty-chews-colageno-bovino-desidratado/p?sku=31027543348,Mordedor natural
612,Resistente,5,samara,Meu pet amou enquanto durou (ele consegue destruir tudo). O brinquedo é bem resistente e ele amou!, 25/11/2021 02:47,natty-chews,Mordedor Natural Colagelícia Natty Chews Colágeno Bovino Desidratado,https://www.petlove.com.br/mordedor-natural-colagelicia-natty-chews-colageno-bovino-desidratado/p?sku=31027543348,Mordedor natural
613,Excelente brinquedo,5,Sabrina,"Meu cachorro amou, ele é um golden retribuir, não larga esse brinquedo!! Recomendo", 20/07/2023 17:36,natty-chews,Mordedor Natural Colagelícia Natty Chews Colágeno Bovino Desidratado,https://www.petlove.com.br/mordedor-natural-colagelicia-natty-chews-colageno-bovino-desidratado/p?sku=31027543348,Mordedor natural
614,Rasga fácil,1,Carlos,"É menor do que eu pensava, só tem 1 apito, e nos primeiros 5 minutos que minha cachorra brincou, já se rasgou.. se servir, é apenas pra cachorros de pequeno porte.", 16/11/2021 17:02,natty-chews,Mordedor Natural Colagelícia Natty Chews Colágeno Bovino Desidratado,https://www.petlove.com.br/mordedor-natural-colagelicia-natty-chews-colageno-bovino-desidratado/p?sku=31027543348,Mordedor natural
615,Resistente e bom tamanho,5,cintia,"Meu cão é porte médio (25kg) e adorou o brinquedo Tem um tamanho bom, é resistente e o barulho não é irritante", 28/08/2021 08:30,natty-chews,Mordedor Natural Colagelícia Natty Chews Colágeno Bovino Desidratado,https://www.petlove.com.br/mordedor-natural-colagelicia-natty-chews-colageno-bovino-desidratado/p?sku=31027543348,Mordedor natural
616,Lindo mais frágil para um cachorro de grande porte,3,Ana,Só vale a pena para um pet de pequeno porte., 01/07/2021 15:47,natty-chews,Mordedor Natural Colagelícia Natty Chews Colágeno Bovino Desidratado,https://www.petlove.com.br/mordedor-natural-colagelicia-natty-chews-colageno-bovino-desidratado/p?sku=31027543348,Mordedor natural
617,Minha cachorrinha amou!,5,Luciana,Super macio e barulho não irritante, 19/11/2020 18:50,natty-chews,Mordedor Natural Colagelícia Natty Chews Colágeno Bovino Desidratado,https://www.petlove.com.br/mordedor-natural-colagelicia-natty-chews-colageno-bovino-desidratado/p?sku=31027543348,Mordedor natural
618,Bom para cachorro porte G,4,Thábata,"O brinquedo é ótimo, mas muito grande para porte P e M", 27/11/2023 15:20,natty-chews,Mordedor Natural Colagelícia Natty Chews Colágeno Bovino Desidratado,https://www.petlove.com.br/mordedor-natural-colagelicia-natty-chews-colageno-bovino-desidratado/p?sku=31027543348,Mordedor natural
619,Boa proposta.,5,Maria,Resistente.Aguenta morderura - raça American Bully ., 02/09/2023 12:06,natty-chews,Mordedor Natural Colagelícia Natty Chews Colágeno Bovino Desidratado,https://www.petlove.com.br/mordedor-natural-colagelicia-natty-chews-colageno-bovino-desidratado/p?sku=31027543348,Mordedor natural
620,Brinquedo muito bom,5,Rafaella,"Meu cachorro ama esse brinquedo. No começo ele não entendeu bem como funcionava, depois se tornou o brinquedo preferido.", 25/11/2022 23:17,natty-chews,Mordedor Natural Colagelícia Natty Chews Colágeno Bovino Desidratado,https://www.petlove.com.br/mordedor-natural-colagelicia-natty-chews-colageno-bovino-desidratado/p?sku=31027543348,Mordedor natural
621,Brinquedo excelente,5,Marilene,"Tenho um Golden Retriever de 1 ano e 3 meses que amou. Muito bom para mordidas, ele gostou muito de escutar o barulho e fica balançando e mordendo o tempo todo. O tamanho é bom comprei o G.", 03/03/2022 15:52,natty-chews,Mordedor Natural Colagelícia Natty Chews Colágeno Bovino Desidratado,https://www.petlove.com.br/mordedor-natural-colagelicia-natty-chews-colageno-bovino-desidratado/p?sku=31027543348,Mordedor natural
622,Ótimo!,5,Daniela,"Adorei. Ótima qualidade. 2 staffbulls usaram juntos, o que é um teste de qualidade e tanto.", 14/02/2022 18:53,natty-chews,Mordedor Natural Colagelícia Natty Chews Colágeno Bovino Desidratado,https://www.petlove.com.br/mordedor-natural-colagelicia-natty-chews-colageno-bovino-desidratado/p?sku=31027543348,Mordedor natural
623,Ótimo catnip,5,Juliana,Muito bom, 24/02/2025 17:48,natty-chews,Mordedor Natural Colagelícia Natty Chews Colágeno Bovino Desidratado,https://www.petlove.com.br/mordedor-natural-colagelicia-natty-chews-colageno-bovino-desidratado/p?sku=31027543348,Mordedor natural
624,Muito bom,5,Bianca,Os gatos jogam bastante pela casa, 06/09/2024 06:27,natty-chews,Mordedor Natural Colagelícia Natty Chews Colágeno Bovino Desidratado,https://www.petlove.com.br/mordedor-natural-colagelicia-natty-chews-colageno-bovino-desidratado/p?sku=31027543348,Mordedor natural
625,bom,4,Nicoly,"Meus gatos gostaram, mas enjoaram rápido.", 05/09/2024 21:17,natty-chews,Mordedor Natural Colagelícia Natty Chews Colágeno Bovino Desidratado,https://www.petlove.com.br/mordedor-natural-colagelicia-natty-chews-colageno-bovino-desidratado/p?sku=31027543348,Mordedor natural
626,Resistente!,5,Lohayne,"Meu cachorro ama esse mordedor. Ele é de porte médio para grande, e está inteiro faz meses. Comprei todos da coleção (berinjela e cenoura) de tanto que gostou.", 11/02/2022 18:18,natty-chews,Mordedor Natural Colagelícia Natty Chews Colágeno Bovino Desidratado,https://www.petlove.com.br/mordedor-natural-colagelicia-natty-chews-colageno-bovino-desidratado/p?sku=31027543348,Mordedor natural
627,Minha Luna amou,5,Natalia,"Ele é um ótimo brinquedo, minha cachorrinha adorou", 20/01/2022 11:13,natty-chews,Mordedor Natural Colagelícia Natty Chews Colágeno Bovino Desidratado,https://www.petlove.com.br/mordedor-natural-colagelicia-natty-chews-colageno-bovino-desidratado/p?sku=31027543348,Mordedor natural
628,Resistente e interativo,5,Vinicio,"Ótimo brinquedo para cachorros de grande porte, pois é resistente e possui um formato bem chamativo e som para ele brincar. **Obs: Tenho um Golden Terriever e ele não consegue destruir ou tirar pedaços!!", 24/11/2021 11:59,natty-chews,Mordedor Natural Colagelícia Natty Chews Colágeno Bovino Desidratado,https://www.petlove.com.br/mordedor-natural-colagelicia-natty-chews-colageno-bovino-desidratado/p?sku=31027543348,Mordedor natural
629,"Grande, dura, e com apito",5,Ana,"Peguei a G dessa bola por achar que seria um pouco menor mas é grande, o meu cachorro não conseguiu abocanhar, tem o tamanho de um palmo meu. Ela tem apito, quica no chão e tem a corda também p segurar. Eu gostei bastante.", 04/07/2023 11:47,natty-chews,Mordedor Natural Colagelícia Natty Chews Colágeno Bovino Desidratado,https://www.petlove.com.br/mordedor-natural-colagelicia-natty-chews-colageno-bovino-desidratado/p?sku=31027543348,Mordedor natural
630,O cachorro amou. O barulho me perturba um pouco.,4,Guilherme,"Meu cachorro adorou, mas achei que ficou um pouco grande pro tamanho da boca dele. Comprei o tamanho G e ele é uma mistura de pastor alemão com border collie. A bola parece ser muito resistente, difícil apertá-la com uma mão só para fazer o barulho.", 07/06/2022 18:42,natty-chews,Mordedor Natural Colagelícia Natty Chews Colágeno Bovino Desidratado,https://www.petlove.com.br/mordedor-natural-colagelicia-natty-chews-colageno-bovino-desidratado/p?sku=31027543348,Mordedor natural
631,Adorei o produto,5,Juliana,Muito bom, 24/02/2025 17:43,natty-chews,Mordedor Natural Colagelícia Natty Chews Colágeno Bovino Desidratado,https://www.petlove.com.br/mordedor-natural-colagelicia-natty-chews-colageno-bovino-desidratado/p?sku=31027543348,Mordedor natural
632,Pesado,2,Maria,Não indico para filhotes, 22/02/2025 11:00,natty-chews,Mordedor Natural Colagelícia Natty Chews Colágeno Bovino Desidratado,https://www.petlove.com.br/mordedor-natural-colagelicia-natty-chews-colageno-bovino-desidratado/p?sku=31027543348,Mordedor natural
633,Ótimo,5,Ivny,"Lindo demais, fora que parece mega resistente, tem um elástico entre a bolinha e a fita que acaba amortecendo o puxão do cachorrinho, a bolinha é mais dura que as que compro geralmente e tem um apito bem legal", 29/07/2023 20:21,natty-chews,Mordedor Natural Colagelícia Natty Chews Colágeno Bovino Desidratado,https://www.petlove.com.br/mordedor-natural-colagelicia-natty-chews-colageno-bovino-desidratado/p?sku=31027543348,Mordedor natural
634,Maravilhoso,5,ROBERTA,Minha menina adorou brincar na água com ele. Super resistente. ótimo para brincar, 11/04/2022 21:13,natty-chews,Mordedor Natural Colagelícia Natty Chews Colágeno Bovino Desidratado,https://www.petlove.com.br/mordedor-natural-colagelicia-natty-chews-colageno-bovino-desidratado/p?sku=31027543348,Mordedor natural
635,Muito bom!!,5,Gabrianne,"Minha cachorra adorou! A madeira é macia e as farpas que soltam são macias também, não machucam nem cravam em nada. Fiquei receosa achando que seria só uma madeira cara, mas me surpreendi, valeu cada centavo. Minha cachorra ama, passa o dia mastigando. Husky siberiano.", 26/11/2024 19:31,n-gage,Brinquedo Mordedor Bola de Futebol Americano Laranja para Cães,https://www.petlove.com.br/brinquedo-mordedor-bola-de-futebol-americano-laranja-para-caes/p?sku=2760212,Mordedor natural
636,Perigoso,1,Estefani,"Eu ofereço madeira de café para minha cachorra, mas essa marca solta lascas pontudas. Suspendi o uso dessa marca", 05/10/2024 09:24,n-gage,Brinquedo Mordedor Bola de Futebol Americano Laranja para Cães,https://www.petlove.com.br/brinquedo-mordedor-bola-de-futebol-americano-laranja-para-caes/p?sku=2760212,Mordedor natural
637,Otimo brinquedo,5,Giliane,"Meu filhote amou o brinquedo, passa horas brincando e quando tiro ele chora, é um ótimo entretenimento principalmente quando ele fica sozinho, não soltou farpa.", 26/09/2024 17:30,n-gage,Brinquedo Mordedor Bola de Futebol Americano Laranja para Cães,https://www.petlove.com.br/brinquedo-mordedor-bola-de-futebol-americano-laranja-para-caes/p?sku=2760212,Mordedor natural
638,Bom,3,Victória,Meu cachorro não ligou muito pra ele., 23/09/2024 16:47,n-gage,Brinquedo Mordedor Bola de Futebol Americano Laranja para Cães,https://www.petlove.com.br/brinquedo-mordedor-bola-de-futebol-americano-laranja-para-caes/p?sku=2760212,Mordedor natural
639,Bom,5,Márcia,Minha cachorra gostou, 14/09/2024 23:02,n-gage,Brinquedo Mordedor Bola de Futebol Americano Laranja para Cães,https://www.petlove.com.br/brinquedo-mordedor-bola-de-futebol-americano-laranja-para-caes/p?sku=2760212,Mordedor natural
640,Bom,5,Márcia,Minha cachorra gostou, 14/09/2024 23:02,n-gage,Brinquedo Mordedor Bola de Futebol Americano Laranja para Cães,https://www.petlove.com.br/brinquedo-mordedor-bola-de-futebol-americano-laranja-para-caes/p?sku=2760212,Mordedor natural
641,Meu cachorro é viciado,5,Mahara,"Todos os meses compro a mandeirinha pro meu cachorro. A P realmente é muito pequena, não vale a pena, costumo pegar a M ou G.", 16/07/2024 13:17,n-gage,Brinquedo Mordedor Bola de Futebol Americano Laranja para Cães,https://www.petlove.com.br/brinquedo-mordedor-bola-de-futebol-americano-laranja-para-caes/p?sku=2760212,Mordedor natural
642,Parece falso,1,Laíse,"Todos os produtos que vi da WoodnPets vem com a logomarca na madeira, solta lascas sim e não parece nada atrativo, nada de cheiro de côco ao algo do tipo, parece literalmente um cabo de vassoura de madeira", 11/07/2024 20:29,n-gage,Brinquedo Mordedor Bola de Futebol Americano Laranja para Cães,https://www.petlove.com.br/brinquedo-mordedor-bola-de-futebol-americano-laranja-para-caes/p?sku=2760212,Mordedor natural
643,Solta farpas,2,Gisele,Deve ter supervisao assim como todo brinquedo que solta pedaços, 12/06/2024 18:36,n-gage,Brinquedo Mordedor Bola de Futebol Americano Laranja para Cães,https://www.petlove.com.br/brinquedo-mordedor-bola-de-futebol-americano-laranja-para-caes/p?sku=2760212,Mordedor natural
644,Realmente dura,5,mariana,"Ele é destruidor,mas tá demorando pra destruir.", 02/06/2024 12:04,n-gage,Brinquedo Mordedor Bola de Futebol Americano Laranja para Cães,https://www.petlove.com.br/brinquedo-mordedor-bola-de-futebol-americano-laranja-para-caes/p?sku=2760212,Mordedor natural
645,Solta pedaços,3,Alvaro,"Minha spitz adorou o mordedor, mas ele solta pedaços. Por isso, melhor oferecer com supervisão e não por muito tempo.", 25/05/2024 14:57,n-gage,Brinquedo Mordedor Bola de Futebol Americano Laranja para Cães,https://www.petlove.com.br/brinquedo-mordedor-bola-de-futebol-americano-laranja-para-caes/p?sku=2760212,Mordedor natural
646,Não era o que esperava,2,Fabiana,Vi comentários de que não soltava lasca. E em poucos minutos já soltou um pedaço pontiagudo. Achei estranho também não vir com a gravação da marca como nas imagens., 15/04/2024 20:08,n-gage,Brinquedo Mordedor Bola de Futebol Americano Laranja para Cães,https://www.petlove.com.br/brinquedo-mordedor-bola-de-futebol-americano-laranja-para-caes/p?sku=2760212,Mordedor natural
647,Ótimo pauzinho,5,Anna,"Minha pitbull adorou, sempre levamos para os passeios, ela carrega e isso ajuda na concentração dela pra andar sem puxar, quando chegamos na pracinha, jogamos pra ela ir buscar e ela adora. Super indico!", 10/10/2023 11:48,n-gage,Brinquedo Mordedor Bola de Futebol Americano Laranja para Cães,https://www.petlove.com.br/brinquedo-mordedor-bola-de-futebol-americano-laranja-para-caes/p?sku=2760212,Mordedor natural
648,bom mas não como mordedor,5,Luiz,"eu me surpreendi com esse graveto, ele tem um furo e cheira óleo de coco, bem gostoso, o furo é bom pra amarrar uma corda e jogar o graveto e puxar de volta, pra ensinar o comando buscar e trazer, pegar e soltar, etc, estou usando pra ensinar meu golden a nadar e o brinquedo flutua, como mordedor eu não acho 100% seguro pois solta lascas sim, tem que ser bem supervisionado", 21/09/2023 17:55,n-gage,Brinquedo Mordedor Bola de Futebol Americano Laranja para Cães,https://www.petlove.com.br/brinquedo-mordedor-bola-de-futebol-americano-laranja-para-caes/p?sku=2760212,Mordedor natural
649,Amo,3,Fernanda,"Amo a madeirinha, mas para a minha cachorra (cocker) precisa ser maior", 13/06/2023 09:16,n-gage,Brinquedo Mordedor Bola de Futebol Americano Laranja para Cães,https://www.petlove.com.br/brinquedo-mordedor-bola-de-futebol-americano-laranja-para-caes/p?sku=2760212,Mordedor natural
650,Muito atrativo,5,Fernanda,Kate ama ficar roendo antes do soninho, 13/06/2023 09:15,n-gage,Brinquedo Mordedor Bola de Futebol Americano Laranja para Cães,https://www.petlove.com.br/brinquedo-mordedor-bola-de-futebol-americano-laranja-para-caes/p?sku=2760212,Mordedor natural
651,MELHOR INVESTIMENTO,5,Marianne,"Tenho um labrador e ele come tudo o que vê pela frente, quando dei o brinquedo, ele simplesmente amou! Está carregando para tudo quanto é lado.", 27/05/2023 19:18,n-gage,Brinquedo Mordedor Bola de Futebol Americano Laranja para Cães,https://www.petlove.com.br/brinquedo-mordedor-bola-de-futebol-americano-laranja-para-caes/p?sku=2760212,Mordedor natural
652,Brinquedo,4,Victor,"O brinquedo é ótimo , minha pet amou . Porém tem uma observação , nas informações está descrito que não solta farpa. Mas solta , dependendo do jeito que o pet morde . A minha mordeu o brinquedo em ambas as laterais/pontas, ela conseguiu retirar pedaços pequenos .", 26/05/2023 17:25,n-gage,Brinquedo Mordedor Bola de Futebol Americano Laranja para Cães,https://www.petlove.com.br/brinquedo-mordedor-bola-de-futebol-americano-laranja-para-caes/p?sku=2760212,Mordedor natural
653,Muito bom,5,Marcio,"Muito bom, meu Bully ficou por horas roendo, o que ele ingeriu saiu nas fezes, não solta farpas", 15/05/2023 11:21,n-gage,Brinquedo Mordedor Bola de Futebol Americano Laranja para Cães,https://www.petlove.com.br/brinquedo-mordedor-bola-de-futebol-americano-laranja-para-caes/p?sku=2760212,Mordedor natural
654,Mordedor de ótima qualidade,5,Andressa,Gostaram, 13/04/2023 20:18,n-gage,Brinquedo Mordedor Bola de Futebol Americano Laranja para Cães,https://www.petlove.com.br/brinquedo-mordedor-bola-de-futebol-americano-laranja-para-caes/p?sku=2760212,Mordedor natural
655,Dura mais de 1 mês.,5,Adriana,"Comprei o grande para uma rottweiler e durou mais de um mês, outros, duraram 1 dia. Rs Não fez mal. Vou comprar novamente!!!", 02/04/2023 18:34,n-gage,Brinquedo Mordedor Bola de Futebol Americano Laranja para Cães,https://www.petlove.com.br/brinquedo-mordedor-bola-de-futebol-americano-laranja-para-caes/p?sku=2760212,Mordedor natural
656,Ótimo,5,elaine,Vi em um insta e comprei para minha shitszu e ela amou, 23/02/2023 20:03,n-gage,Brinquedo Mordedor Bola de Futebol Americano Laranja para Cães,https://www.petlove.com.br/brinquedo-mordedor-bola-de-futebol-americano-laranja-para-caes/p?sku=2760212,Mordedor natural
657,Minha dog não gostou.,1,Thais,"Minha dog normalmente gosta de morder gravetos mas dessa ela não gostou, ela nem chegou perto e acabei deixando próximo dela para ver se ela brincava mas não deu certo.", 23/01/2023 09:57,n-gage,Brinquedo Mordedor Bola de Futebol Americano Laranja para Cães,https://www.petlove.com.br/brinquedo-mordedor-bola-de-futebol-americano-laranja-para-caes/p?sku=2760212,Mordedor natural
658,Muito bom,5,Danni,Ótimo pra entreter meu Golden, 21/11/2022 14:29,n-gage,Brinquedo Mordedor Bola de Futebol Americano Laranja para Cães,https://www.petlove.com.br/brinquedo-mordedor-bola-de-futebol-americano-laranja-para-caes/p?sku=2760212,Mordedor natural
659,Não dura,3,Sonayra,"Durou poucos minutos, o cão engoliu bastante pedaços.", 07/11/2022 17:11,n-gage,Brinquedo Mordedor Bola de Futebol Americano Laranja para Cães,https://www.petlove.com.br/brinquedo-mordedor-bola-de-futebol-americano-laranja-para-caes/p?sku=2760212,Mordedor natural
660,Melhor brinquedo.,5,Igor,"O brinquedo é perfeito. Salvo engano, a origem da madeira é a planta de café. Os cães podem comer, não solta farpas que poderiam machucar os cãezinhos.", 01/11/2022 22:47,n-gage,Brinquedo Mordedor Bola de Futebol Americano Laranja para Cães,https://www.petlove.com.br/brinquedo-mordedor-bola-de-futebol-americano-laranja-para-caes/p?sku=2760212,Mordedor natural
661,Muito bom,4,Gisele,"Minha cachorra adorou, porém solta farpa, o cão pode comer a madeira?", 25/10/2022 10:51,n-gage,Brinquedo Mordedor Bola de Futebol Americano Laranja para Cães,https://www.petlove.com.br/brinquedo-mordedor-bola-de-futebol-americano-laranja-para-caes/p?sku=2760212,Mordedor natural
662,Solta farpa sim,1,Hellyda,Comprei para minhas cachorras se ocuparem durante o dia e no primeiro dia já soltou farpas, 19/09/2022 20:27,n-gage,Brinquedo Mordedor Bola de Futebol Americano Laranja para Cães,https://www.petlove.com.br/brinquedo-mordedor-bola-de-futebol-americano-laranja-para-caes/p?sku=2760212,Mordedor natural
663,gostei,3,Kelly,"o tamanho pequeno é bom pra raças pequenas ! o meu é um buldogue pensei q era pequeno mas o tamanho foi adequado a ele ! pena que ele não gostou muito , roeu um pouco mas depois largou", 15/09/2022 17:17,n-gage,Brinquedo Mordedor Bola de Futebol Americano Laranja para Cães,https://www.petlove.com.br/brinquedo-mordedor-bola-de-futebol-americano-laranja-para-caes/p?sku=2760212,Mordedor natural
664,Muito bom!,4,ANDREA,"Minha cachorrinha adorou, é bem resistente.", 01/04/2024 16:11,n-gage,Brinquedo Mordedor Bola de Futebol Americano Laranja para Cães,https://www.petlove.com.br/brinquedo-mordedor-bola-de-futebol-americano-laranja-para-caes/p?sku=2760212,Mordedor natural
665,Bem resistente e seguro,5,Marisa,"Super resistente. A cachorra do meu amigo, que é da raça pastor alemão, não conseguiu destruir. E olha que ela destroi tudo. E é seguro pra ela; não se fragmenta; ela não corre o risco de engolir pedaços. O máximo que ela conseguiu fazer foi um furo na parte roxa da beringela. Mas o meu amigo, tutor dela, disse que ela adorou e brinca com o brinquedo o tempo todo.", 27/07/2022 13:23,n-gage,Brinquedo Mordedor Bola de Futebol Americano Laranja para Cães,https://www.petlove.com.br/brinquedo-mordedor-bola-de-futebol-americano-laranja-para-caes/p?sku=2760212,Mordedor natural
666,Bom,5,PATRICIA,Meus cachorros gostaram, 12/06/2022 13:26,n-gage,Brinquedo Mordedor Bola de Futebol Americano Laranja para Cães,https://www.petlove.com.br/brinquedo-mordedor-bola-de-futebol-americano-laranja-para-caes/p?sku=2760212,Mordedor natural
667,Resistente!,5,Rosane,"Para cães médios e grandes, perfeito!", 21/04/2022 18:02,n-gage,Brinquedo Mordedor Bola de Futebol Americano Laranja para Cães,https://www.petlove.com.br/brinquedo-mordedor-bola-de-futebol-americano-laranja-para-caes/p?sku=2760212,Mordedor natural
668,Muito boa,5,Leusa,Minhas cachorrinhas amou esse brinquedo e ele faz barulho., 16/04/2022 14:37,n-gage,Brinquedo Mordedor Bola de Futebol Americano Laranja para Cães,https://www.petlove.com.br/brinquedo-mordedor-bola-de-futebol-americano-laranja-para-caes/p?sku=2760212,Mordedor natural
669,Muito boa,5,Leusa,Minhas cachorrinhas amou esse brinquedo e ele faz barulho., 16/04/2022 14:37,n-gage,Brinquedo Mordedor Bola de Futebol Americano Laranja para Cães,https://www.petlove.com.br/brinquedo-mordedor-bola-de-futebol-americano-laranja-para-caes/p?sku=2760212,Mordedor natural
670,Beringela da discórdia,5,Joana,"Pretinha adorou mastigar a beringela , assim como , os demais cachorros que frequentaram a minha residência. Imaginem a confusão! Pareciam brigar como cachorros de ""fateira"" . Tivemos que esconder para evitar um assassinato. E ainda assim, eles descobrem o local onde a beringela está escondida . Acho que tem algo nela que vicia.", 22/02/2022 17:18,n-gage,Brinquedo Mordedor Bola de Futebol Americano Laranja para Cães,https://www.petlove.com.br/brinquedo-mordedor-bola-de-futebol-americano-laranja-para-caes/p?sku=2760212,Mordedor natural
